0000 000000 00000,-499871720,1000,-499807.5799,-499807.5799,1960-01-03,00:00:10,2015-03-01 00:11:15,
,,1000,,,,,,
,,1000,,,,,,
8323 210828 21000,-499763274,1000,-499644.9115,-499644.9115,1960-01-05,00:00:20,2015-03-01 00:20:46,
3655 575276 32000,-499564607,1000,-499346.9104,-499346.9104,1960-01-08,00:00:37,2015-03-01 00:38:12,
0873 123935 34000,-499395929,1000,-499093.8932,-499093.8932,1960-01-11,00:00:52,2015-03-01 00:53:00,
9878 141704 06000,-499233550,1000,-498850.3253,-498850.3253,1960-01-14,00:01:06,2015-03-01 01:07:15,
9928 300546 67000,-499154096,1000,-498731.1454,-498731.1454,1960-01-15,00:01:13,2015-03-01 01:14:14,
7680 533095 48000,-498966611,1000,-498449.9173,-498449.9173,1960-01-18,00:01:29,2015-03-01 01:30:41,
0366 188833 30100,-498828740,1000,-498243.1107,-498243.1107,1960-01-20,00:01:41,2015-03-01 01:42:47,
7464 499521 71100,-498749284,1000,-498123.9265,-498123.9265,1960-01-21,00:01:48,2015-03-01 01:49:46,
7538 416170 52100,-498679040,1000,-498018.5611,-498018.5611,1960-01-22,00:01:54,2015-03-01 01:55:56,
4788 189590 23100,-498599065,1000,-497898.5987,-497898.5987,1960-01-23,00:02:01,2015-03-01 02:02:58,
1923 284390 04100,-498489861,1000,-497734.7932,-497734.7932,1960-01-25,00:02:11,2015-03-01 02:12:34,
9526 558310 15100,-498448281,1000,-497672.4234,-497672.4234,1960-01-26,00:02:15,2015-03-01 02:16:13,
2508 548171 55100,-498328123,1000,-497492.187,-497492.187,1960-01-28,00:02:26,2015-03-01 02:26:46,
9413 216781 76100,-498323381,1000,-497485.0749,-497485.0749,1960-01-29,00:02:27,2015-03-01 02:27:11,
4683 357166 76100,-498200938,1000,-497301.4111,-497301.4111,1960-01-31,00:02:38,2015-03-01 02:37:56,
2042 310609 97100,-498195688,1000,-497293.5368,-497293.5368,1960-02-01,00:02:39,2015-03-01 02:38:24,
4527 079034 08100,-498071458,1000,-497107.1922,-497107.1922,1960-02-03,00:02:50,2015-03-01 02:49:19,
1669 749358 29100,-497923275,1000,-496884.9181,-496884.9181,1960-02-05,00:03:03,2015-03-01 03:02:20,
1135 522276 70200,-497860342,1000,-496790.5188,-496790.5188,1960-02-06,00:03:09,2015-03-01 03:07:52,
8640 715569 31200,-497724252,1000,-496586.3837,-496586.3837,1960-02-08,00:03:21,2015-03-01 03:19:49,
9774 625475 72200,-497605751,1000,-496408.6333,-496408.6333,1960-02-10,00:03:32,2015-03-01 03:30:13,
9865 855424 93200,-497478637,1000,-496217.9627,-496217.9627,1960-02-12,00:03:43,2015-03-01 03:41:23,
4392 049531 25200,-497460725,1000,-496191.0956,-496191.0956,1960-02-13,00:03:45,2015-03-01 03:42:58,
0820 180729 35200,-497398031,1000,-496097.0548,-496097.0548,1960-02-14,00:03:51,2015-03-01 03:48:28,
0095 274691 06200,-497263900,1000,-495895.8597,-495895.8597,1960-02-16,00:04:03,2015-03-01 04:00:14,
1387 284906 37200,-497255182,1000,-495882.7837,-495882.7837,1960-02-17,00:04:04,2015-03-01 04:01:00,
0858 222184 47200,-497252102,1000,-495878.1651,-495878.1651,1960-02-18,00:04:05,2015-03-01 04:01:17,
4919 131987 47200,-497122005,1000,-495683.0196,-495683.0196,1960-02-20,00:04:17,2015-03-01 04:12:42,
7455 738897 78200,-497010067,1000,-495515.1124,-495515.1124,1960-02-22,00:04:27,2015-03-01 04:22:32,
5967 556299 89200,-497005623,1000,-495508.4477,-495508.4477,1960-02-23,00:04:28,2015-03-01 04:22:56,
6719 969634 99200,-496901243,1000,-495351.8785,-495351.8785,1960-02-25,00:04:37,2015-03-01 04:32:06,
0817 919478 90300,-496811766,1000,-495217.6635,-495217.6635,1960-02-26,00:04:45,2015-03-01 04:39:57,
0627 095228 81300,-496731897,1000,-495097.86,-495097.86,1960-02-27,00:04:52,2015-03-01 04:46:58,
2322 394908 62300,-496582936,1000,-494874.4187,-494874.4187,1960-02-29,00:05:05,2015-03-01 05:00:03,
7658 585507 14300,-496395123,1000,-494592.6995,-494592.6995,1960-03-03,00:05:21,2015-03-01 05:16:33,
9680 578684 06300,-496342825,1000,-494514.2531,-494514.2531,1960-03-04,00:05:26,2015-03-01 05:21:09,
5649 636617 56300,-496293603,1000,-494440.4216,-494440.4216,1960-03-05,00:05:31,2015-03-01 05:25:29,
2953 147836 07300,-496151616,1000,-494227.4411,-494227.4411,1960-03-07,00:05:44,2015-03-01 05:37:57,
3151 444738 48300,-496106312,1000,-494159.4854,-494159.4854,1960-03-08,00:05:48,2015-03-01 05:41:56,
4952 528763 98300,-496051736,1000,-494077.6218,-494077.6218,1960-03-09,00:05:53,2015-03-01 05:46:44,
6595 304528 49300,-495914112,1000,-493871.1864,-493871.1864,1960-03-11,00:06:05,2015-03-01 05:58:49,
9970 767785 80400,-495844583,1000,-493766.8941,-493766.8941,1960-03-12,00:06:11,2015-03-01 06:04:55,
6070 985045 51400,-495702410,1000,-493553.634,-493553.634,1960-03-14,00:06:24,2015-03-01 06:17:24,
8121 339757 92400,-495553504,1000,-493330.2747,-493330.2747,1960-03-16,00:06:37,2015-03-01 06:30:29,
9795 755846 44400,-495515487,1000,-493273.25,-493273.25,1960-03-17,00:06:41,2015-03-01 06:33:50,
6840 602054 84400,-495414873,1000,-493122.3293,-493122.3293,1960-03-19,00:06:50,2015-03-01 06:42:40,
4593 095115 85400,-495388885,1000,-493083.3482,-493083.3482,1960-03-20,00:06:53,2015-03-01 06:44:57,
4843 533011 16400,-495242909,1000,-492864.3843,-492864.3843,1960-03-22,00:07:06,2015-03-01 06:57:46,
8284 739707 57400,-495060116,1000,-492590.1943,-492590.1943,1960-03-25,00:07:22,2015-03-01 07:13:49,
2679 872789 39400,-494950680,1000,-492426.041,-492426.041,1960-03-27,00:07:32,2015-03-01 07:23:25,
6822 838039 40500,-494784920,1000,-492177.4009,-492177.4009,1960-03-30,00:07:47,2015-03-01 07:37:58,
4138 648605 12500,-494697152,1000,-492045.7496,-492045.7496,1960-03-31,00:07:55,2015-03-01 07:45:40,
5964 506382 03500,-494592603,1000,-491888.9264,-491888.9264,1960-04-02,00:08:04,2015-03-01 07:54:51,
5570 394837 04500,-494550687,1000,-491826.0538,-491826.0538,1960-04-03,00:08:08,2015-03-01 07:58:32,
0526 300039 44500,-494422095,1000,-491633.1664,-491633.1664,1960-04-05,00:08:19,2015-03-01 08:09:50,
0289 071987 75500,-494394974,1000,-491592.485,-491592.485,1960-04-06,00:08:22,2015-03-01 08:12:13,
1822 962105 06500,-494284992,1000,-491427.5128,-491427.5128,1960-04-08,00:08:32,2015-03-01 08:21:52,
3768 814994 17500,-494096863,1000,-491145.319,-491145.319,1960-04-11,00:08:48,2015-03-01 08:38:23,
4044 643213 09500,-493906846,1000,-490860.2943,-490860.2943,1960-04-14,00:09:05,2015-03-01 08:55:04,
0154 000413 90600,-493828083,1000,-490742.1496,-490742.1496,1960-04-15,00:09:12,2015-03-01 09:01:59,
5170 813091 71600,-493643751,1000,-490465.6513,-490465.6513,1960-04-18,00:09:28,2015-03-01 09:18:10,
4002 345326 53600,-493475638,1000,-490213.4817,-490213.4817,1960-04-21,00:09:43,2015-03-01 09:32:55,
7850 858434 25600,-493287809,1000,-489931.7382,-489931.7382,1960-04-24,00:09:59,2015-03-01 09:49:24,
7829 167712 17600,-493189468,1000,-489784.2278,-489784.2278,1960-04-25,00:10:08,2015-03-01 09:58:02,
0821 597150 18600,-493099591,1000,-489649.4137,-489649.4137,1960-04-26,00:10:16,2015-03-01 10:05:55,
5586 504930 09600,-492984872,1000,-489477.3353,-489477.3353,1960-04-28,00:10:26,2015-03-01 10:16:00,
2123 703115 10700,-492865434,1000,-489298.1783,-489298.1783,1960-04-30,00:10:37,2015-03-01 10:26:29,
3870 511554 31700,-492788141,1000,-489182.2391,-489182.2391,1960-05-01,00:10:44,2015-03-01 10:33:16,
7690 004481 12700,-492686652,1000,-489030.0069,-489030.0069,1960-05-03,00:10:53,2015-03-01 10:42:11,
3609 412333 13700,-492538009,1000,-488807.043,-488807.043,1960-05-05,00:11:06,2015-03-01 10:55:14,
4479 284791 64700,-492515338,1000,-488773.0375,-488773.0375,1960-05-06,00:11:08,2015-03-01 10:57:14,
5461 225464 84700,-492357918,1000,-488536.9083,-488536.9083,1960-05-09,00:11:22,2015-03-01 11:11:03,
6698 474602 46700,-492172848,1000,-488259.3043,-488259.3043,1960-05-12,00:11:38,2015-03-01 11:27:17,
5649 414317 28700,-492083443,1000,-488125.197,-488125.197,1960-05-13,00:11:46,2015-03-01 11:35:08,
4786 809356 19700,-491981247,1000,-487971.9032,-487971.9032,1960-05-15,00:11:55,2015-03-01 11:44:06,
6514 005378 10800,-491847450,1000,-487771.2087,-487771.2087,1960-05-17,00:12:07,2015-03-01 11:55:51,
3693 931352 51800,-491684375,1000,-487526.5968,-487526.5968,1960-05-20,00:12:21,2015-03-01 12:10:10,
2063 506065 13800,-491516255,1000,-487274.4166,-487274.4166,1960-05-23,00:12:36,2015-03-01 12:24:56,
1429 726273 84800,-491460980,1000,-487191.5048,-487191.5048,1960-05-24,00:12:41,2015-03-01 12:29:48,
8616 680009 35800,-491435211,1000,-487152.8525,-487152.8525,1960-05-25,00:12:44,2015-03-01 12:32:04,
8134 809674 65800,-491316106,1000,-486974.1961,-486974.1961,1960-05-27,00:12:55,2015-03-01 12:42:31,
9857 143783 86800,-491276822,1000,-486915.2712,-486915.2712,1960-05-28,00:12:59,2015-03-01 12:45:58,
6581 176513 27800,-491166581,1000,-486749.9094,-486749.9094,1960-05-30,00:13:09,2015-03-01 12:55:39,
0008 397933 38800,-491097913,1000,-486646.9075,-486646.9075,1960-05-31,00:13:15,2015-03-01 13:01:41,
4899 785602 09800,-491036083,1000,-486554.1631,-486554.1631,1960-06-01,00:13:21,2015-03-01 13:07:07,
0557 455983 69800,-490981886,1000,-486472.8682,-486472.8682,1960-06-02,00:13:26,2015-03-01 13:11:53,
