0000 000000 00000,498214699,498214699,-499807.5799,-499807.5799,1960-01-03,00:00:10,2015-03-01 00:11:15,false,-499807.5799,-499807.5799,-499807.5799,-499807.5799
0003 572402 62861,488139464,488139464,-499644.9115,-499644.9115,1960-01-05,00:00:20,2015-03-01 00:20:46,true,-499644.9115,-499644.9115,-499644.9115,-499644.9115
0005 641325 34148,478986584,478986584,-499346.9104,-499346.9104,1960-01-08,00:00:37,2015-03-01 00:38:12,false,-499346.9104,-499346.9104,-499346.9104,-499346.9104
0007 378129 06970,475698977,475698977,-499093.8932,-499093.8932,1960-01-11,00:00:52,2015-03-01 00:53:00,false,-499093.8932,-499093.8932,-499093.8932,-499093.8932
0007 872046 92962,472873799,472873799,-498850.3253,-498850.3253,1960-01-14,00:01:06,2015-03-01 01:07:15,false,-498850.3253,-498850.3253,-498850.3253,-498850.3253
0008 397933 38800,471050029,471050029,-498731.1454,-498731.1454,1960-01-15,00:01:13,2015-03-01 01:14:14,true,-498731.1454,-498731.1454,-498731.1454,-498731.1454
0009 335067 20452,467451850,467451850,-498449.9173,-498449.9173,1960-01-18,00:01:29,2015-03-01 01:30:41,false,-498449.9173,-498449.9173,-498449.9173,-498449.9173
0009 670826 24885,464547172,464547172,-498243.1107,-498243.1107,1960-01-20,00:01:41,2015-03-01 01:42:47,false,-498243.1107,-498243.1107,-498243.1107,-498243.1107
0011 071815 62690,460194667,460194667,-498123.9265,-498123.9265,1960-01-21,00:01:48,2015-03-01 01:49:46,false,-498123.9265,-498123.9265,-498123.9265,-498123.9265
0012 298994 40743,459201109,459201109,-498018.5611,-498018.5611,1960-01-22,00:01:54,2015-03-01 01:55:56,true,-498018.5611,-498018.5611,-498018.5611,-498018.5611
0014 204866 98631,456808172,456808172,-497898.5987,-497898.5987,1960-01-23,00:02:01,2015-03-01 02:02:58,false,-497898.5987,-497898.5987,-497898.5987,-497898.5987
0016 105448 15592,452697297,452697297,-497734.7932,-497734.7932,1960-01-25,00:02:11,2015-03-01 02:12:34,false,-497734.7932,-497734.7932,-497734.7932,-497734.7932
0016 411879 25032,451357500,451357500,-497672.4234,-497672.4234,1960-01-26,00:02:15,2015-03-01 02:16:13,false,-497672.4234,-497672.4234,-497672.4234,-497672.4234
0020 667380 66655,447503383,447503383,-497492.1870,-497492.1870,1960-01-28,00:02:26,2015-03-01 02:26:46,false,-497492.1870,-497492.1870,-497492.1870,-497492.1870
0023 144323 68262,445793416,445793416,-497485.0749,-497485.0749,1960-01-29,00:02:27,2015-03-01 02:27:11,false,-497485.0749,-497485.0749,-497485.0749,-497485.0749
0025 399745 88392,442285135,442285135,-497301.4111,-497301.4111,1960-01-31,00:02:38,2015-03-01 02:37:56,false,-497301.4111,-497301.4111,-497301.4111,-497301.4111
0031 494445 53692,440313470,440313470,-497293.5368,-497293.5368,1960-02-01,00:02:39,2015-03-01 02:38:24,false,-497293.5368,-497293.5368,-497293.5368,-497293.5368
0031 619878 68993,440111634,440111634,-497107.1922,-497107.1922,1960-02-03,00:02:50,2015-03-01 02:49:19,false,-497107.1922,-497107.1922,-497107.1922,-497107.1922
0033 439357 10596,439657915,439657915,-496884.9181,-496884.9181,1960-02-05,00:03:03,2015-03-01 03:02:20,true,-496884.9181,-496884.9181,-496884.9181,-496884.9181
0034 522697 42643,438375870,438375870,-496790.5188,-496790.5188,1960-02-06,00:03:09,2015-03-01 03:07:52,false,-496790.5188,-496790.5188,-496790.5188,-496790.5188
0034 820658 61080,437614614,437614614,-496586.3837,-496586.3837,1960-02-08,00:03:21,2015-03-01 03:19:49,false,-496586.3837,-496586.3837,-496586.3837,-496586.3837
0035 663887 78475,436819478,436819478,-496408.6333,-496408.6333,1960-02-10,00:03:32,2015-03-01 03:30:13,false,-496408.6333,-496408.6333,-496408.6333,-496408.6333
0037 722380 42865,435460752,435460752,-496217.9627,-496217.9627,1960-02-12,00:03:43,2015-03-01 03:41:23,false,-496217.9627,-496217.9627,-496217.9627,-496217.9627
0037 895730 34855,435163899,435163899,-496191.0956,-496191.0956,1960-02-13,00:03:45,2015-03-01 03:42:58,false,-496191.0956,-496191.0956,-496191.0956,-496191.0956
0038 045710 09876,434006908,434006908,-496097.0548,-496097.0548,1960-02-14,00:03:51,2015-03-01 03:48:28,false,-496097.0548,-496097.0548,-496097.0548,-496097.0548
0042 293913 79341,432039184,432039184,-495895.8597,-495895.8597,1960-02-16,00:04:03,2015-03-01 04:00:14,false,-495895.8597,-495895.8597,-495895.8597,-495895.8597
0042 405892 51123,429666606,429666606,-495882.7837,-495882.7837,1960-02-17,00:04:04,2015-03-01 04:01:00,true,-495882.7837,-495882.7837,-495882.7837,-495882.7837
0043 718037 27622,429152946,429152946,-495878.1651,-495878.1651,1960-02-18,00:04:05,2015-03-01 04:01:17,false,-495878.1651,-495878.1651,-495878.1651,-495878.1651
0043 741321 10012,428204966,428204966,-495683.0196,-495683.0196,1960-02-20,00:04:17,2015-03-01 04:12:42,false,-495683.0196,-495683.0196,-495683.0196,-495683.0196
0050 903751 65995,426834485,426834485,-495515.1124,-495515.1124,1960-02-22,00:04:27,2015-03-01 04:22:32,false,-495515.1124,-495515.1124,-495515.1124,-495515.1124
0054 844504 78760,424613092,424613092,-495508.4477,-495508.4477,1960-02-23,00:04:28,2015-03-01 04:22:56,false,-495508.4477,-495508.4477,-495508.4477,-495508.4477
0056 033120 79403,422712238,422712238,-495351.8785,-495351.8785,1960-02-25,00:04:37,2015-03-01 04:32:06,false,-495351.8785,-495351.8785,-495351.8785,-495351.8785
0057 929391 15081,421276983,421276983,-495217.6635,-495217.6635,1960-02-26,00:04:45,2015-03-01 04:39:57,false,-495217.6635,-495217.6635,-495217.6635,-495217.6635
0059 781536 46730,420539795,420539795,-495097.8600,-495097.8600,1960-02-27,00:04:52,2015-03-01 04:46:58,false,-495097.8600,-495097.8600,-495097.8600,-495097.8600
0065 863547 92635,420508871,420508871,-494874.4187,-494874.4187,1960-02-29,00:05:05,2015-03-01 05:00:03,false,-494874.4187,-494874.4187,-494874.4187,-494874.4187
0066 062327 22780,419047001,419047001,-494592.6995,-494592.6995,1960-03-03,00:05:21,2015-03-01 05:16:33,false,-494592.6995,-494592.6995,-494592.6995,-494592.6995
0073 237561 58724,416924357,416924357,-494514.2531,-494514.2531,1960-03-04,00:05:26,2015-03-01 05:21:09,false,-494514.2531,-494514.2531,-494514.2531,-494514.2531
0077 317628 17353,415818407,415818407,-494440.4216,-494440.4216,1960-03-05,00:05:31,2015-03-01 05:25:29,false,-494440.4216,-494440.4216,-494440.4216,-494440.4216
0079 190385 53902,414511354,414511354,-494227.4411,-494227.4411,1960-03-07,00:05:44,2015-03-01 05:37:57,false,-494227.4411,-494227.4411,-494227.4411,-494227.4411
0084 023824 10751,414195490,414195490,-494159.4854,-494159.4854,1960-03-08,00:05:48,2015-03-01 05:41:56,false,-494159.4854,-494159.4854,-494159.4854,-494159.4854
0087 966654 57042,412040074,412040074,-494077.6218,-494077.6218,1960-03-09,00:05:53,2015-03-01 05:46:44,false,-494077.6218,-494077.6218,-494077.6218,-494077.6218
0088 335525 50183,411704828,411704828,-493871.1864,-493871.1864,1960-03-11,00:06:05,2015-03-01 05:58:49,false,-493871.1864,-493871.1864,-493871.1864,-493871.1864
0088 362145 55751,409731707,409731707,-493766.8941,-493766.8941,1960-03-12,00:06:11,2015-03-01 06:04:55,false,-493766.8941,-493766.8941,-493766.8941,-493766.8941
0089 880055 58207,408726534,408726534,-493553.6340,-493553.6340,1960-03-14,00:06:24,2015-03-01 06:17:24,false,-493553.6340,-493553.6340,-493553.6340,-493553.6340
0091 234758 33743,407639196,407639196,-493330.2747,-493330.2747,1960-03-16,00:06:37,2015-03-01 06:30:29,false,-493330.2747,-493330.2747,-493330.2747,-493330.2747
0094 560584 34870,406328039,406328039,-493273.2500,-493273.2500,1960-03-17,00:06:41,2015-03-01 06:33:50,false,-493273.2500,-493273.2500,-493273.2500,-493273.2500
0095 274691 06200,404733101,404733101,-493122.3293,-493122.3293,1960-03-19,00:06:50,2015-03-01 06:42:40,false,-493122.3293,-493122.3293,-493122.3293,-493122.3293
0098 554214 27584,404135335,404135335,-493083.3482,-493083.3482,1960-03-20,00:06:53,2015-03-01 06:44:57,false,-493083.3482,-493083.3482,-493083.3482,-493083.3482
0101 927228 41263,403656285,403656285,-492864.3843,-492864.3843,1960-03-22,00:07:06,2015-03-01 06:57:46,false,-492864.3843,-492864.3843,-492864.3843,-492864.3843
0102 092569 07011,402320826,402320826,-492590.1943,-492590.1943,1960-03-25,00:07:22,2015-03-01 07:13:49,false,-492590.1943,-492590.1943,-492590.1943,-492590.1943
0102 154736 60780,402126697,402126697,-492426.0410,-492426.0410,1960-03-27,00:07:32,2015-03-01 07:23:25,false,-492426.0410,-492426.0410,-492426.0410,-492426.0410
0102 562061 72323,402013122,402013122,-492177.4009,-492177.4009,1960-03-30,00:07:47,2015-03-01 07:37:58,false,-492177.4009,-492177.4009,-492177.4009,-492177.4009
0103 735676 75843,400820338,400820338,-492045.7496,-492045.7496,1960-03-31,00:07:55,2015-03-01 07:45:40,false,-492045.7496,-492045.7496,-492045.7496,-492045.7496
0105 715346 41132,399021956,399021956,-491888.9264,-491888.9264,1960-04-02,00:08:04,2015-03-01 07:54:51,false,-491888.9264,-491888.9264,-491888.9264,-491888.9264
0105 779575 73202,398914412,398914412,-491826.0538,-491826.0538,1960-04-03,00:08:08,2015-03-01 07:58:32,false,-491826.0538,-491826.0538,-491826.0538,-491826.0538
0107 637991 05402,397168655,397168655,-491633.1664,-491633.1664,1960-04-05,00:08:19,2015-03-01 08:09:50,false,-491633.1664,-491633.1664,-491633.1664,-491633.1664
0110 196247 27531,396663207,396663207,-491592.485,-491592.485,1960-04-06,00:08:22,2015-03-01 08:12:13,false,-491592.485,-491592.485,-491592.485,-491592.485
