0000 000000 00000,-499871720,-499871720,-499807.5799,-499807.5799,1960-01-03,00:00:10,2015-03-01 00:11:15,,-499807.5799,-499807.5799,-499807.5799,-499807.5799
8323 210828 21000,-499763274,-499763274,-499644.9115,-499644.9115,1960-01-05,00:00:20,2015-03-01 00:20:46,,-499644.9115,-499644.9115,-499644.9115,-499644.9115
3655 575276 32000,-499564607,-499564607,-499346.9104,-499346.9104,1960-01-08,00:00:37,2015-03-01 00:38:12,,-499346.9104,-499346.9104,-499346.9104,-499346.9104
0873 123935 34000,-499395929,-499395929,-499093.8932,-499093.8932,1960-01-11,00:00:52,2015-03-01 00:53:00,,-499093.8932,-499093.8932,-499093.8932,-499093.8932
9878 141704 06000,-499233550,-499233550,-498850.3253,-498850.3253,1960-01-14,00:01:06,2015-03-01 01:07:15,,-498850.3253,-498850.3253,-498850.3253,-498850.3253
9928 300546 67000,-499154096,-499154096,-498731.1454,-498731.1454,1960-01-15,00:01:13,2015-03-01 01:14:14,,-498731.1454,-498731.1454,-498731.1454,-498731.1454
7680 533095 48000,-498966611,-498966611,-498449.9173,-498449.9173,1960-01-18,00:01:29,2015-03-01 01:30:41,,-498449.9173,-498449.9173,-498449.9173,-498449.9173
0366 188833 30100,-498828740,-498828740,-498243.1107,-498243.1107,1960-01-20,00:01:41,2015-03-01 01:42:47,,-498243.1107,-498243.1107,-498243.1107,-498243.1107
7464 499521 71100,-498749284,-498749284,-498123.9265,-498123.9265,1960-01-21,00:01:48,2015-03-01 01:49:46,,-498123.9265,-498123.9265,-498123.9265,-498123.9265
7538 416170 52100,-498679040,-498679040,-498018.5611,-498018.5611,1960-01-22,00:01:54,2015-03-01 01:55:56,,-498018.5611,-498018.5611,-498018.5611,-498018.5611
4788 189590 23100,-498599065,-498599065,-497898.5987,-497898.5987,1960-01-23,00:02:01,2015-03-01 02:02:58,,-497898.5987,-497898.5987,-497898.5987,-497898.5987
1923 284390 04100,-498489861,-498489861,-497734.7932,-497734.7932,1960-01-25,00:02:11,2015-03-01 02:12:34,,-497734.7932,-497734.7932,-497734.7932,-497734.7932
9526 558310 15100,-498448281,-498448281,-497672.4234,-497672.4234,1960-01-26,00:02:15,2015-03-01 02:16:13,,-497672.4234,-497672.4234,-497672.4234,-497672.4234
2508 548171 55100,-498328123,-498328123,-497492.187,-497492.187,1960-01-28,00:02:26,2015-03-01 02:26:46,,-497492.187,-497492.187,-497492.187,-497492.187
9413 216781 76100,-498323381,-498323381,-497485.0749,-497485.0749,1960-01-29,00:02:27,2015-03-01 02:27:11,,-497485.0749,-497485.0749,-497485.0749,-497485.0749
4683 357166 76100,-498200938,-498200938,-497301.4111,-497301.4111,1960-01-31,00:02:38,2015-03-01 02:37:56,,-497301.4111,-497301.4111,-497301.4111,-497301.4111
2042 310609 97100,-498195688,-498195688,-497293.5368,-497293.5368,1960-02-01,00:02:39,2015-03-01 02:38:24,,-497293.5368,-497293.5368,-497293.5368,-497293.5368
4527 079034 08100,-498071458,-498071458,-497107.1922,-497107.1922,1960-02-03,00:02:50,2015-03-01 02:49:19,,-497107.1922,-497107.1922,-497107.1922,-497107.1922
1669 749358 29100,-497923275,-497923275,-496884.9181,-496884.9181,1960-02-05,00:03:03,2015-03-01 03:02:20,,-496884.9181,-496884.9181,-496884.9181,-496884.9181
1135 522276 70200,-497860342,-497860342,-496790.5188,-496790.5188,1960-02-06,00:03:09,2015-03-01 03:07:52,,-496790.5188,-496790.5188,-496790.5188,-496790.5188
8640 715569 31200,-497724252,-497724252,-496586.3837,-496586.3837,1960-02-08,00:03:21,2015-03-01 03:19:49,,-496586.3837,-496586.3837,-496586.3837,-496586.3837
9774 625475 72200,-497605751,-497605751,-496408.6333,-496408.6333,1960-02-10,00:03:32,2015-03-01 03:30:13,,-496408.6333,-496408.6333,-496408.6333,-496408.6333
9865 855424 93200,-497478637,-497478637,-496217.9627,-496217.9627,1960-02-12,00:03:43,2015-03-01 03:41:23,,-496217.9627,-496217.9627,-496217.9627,-496217.9627
