0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
0000 000000 00000,100,1000,10.5,10.5,2015-06-23,00:00:10,2015-06-23 00:11:15,true
